"PatternId_decimal",description,"killchain_stage",name,objective,scenario,scenarioFriendly,severity,"show_in_ui",tactic,technique
10003,DEPRECATED,Unknown,"DEPRECATED--SuspiciousProcessExecution3","Follow Through","suspicious_activity","Suspicious activity",70,False,Execution,PowerShell
10004,DEPRECATED,Unknown,"DEPRECATED--SuspiciousProcessExecution4","Follow Through","suspicious_activity","Suspicious activity",70,False,Execution,Scripting
10006,DEPRECATED,Unknown,"DEPRECATED--SuspiciousProcessExecution6","Gain Access","suspicious_activity","Suspicious activity",70,False,"Credential Access","Credential Dumping"
10007,DEPRECATED,Unknown,"DEPRECATED--SuspiciousProcessExecution7","N/A","suspicious_activity","Suspicious activity",70,False,Exploit,PowerShell
10008,DEPRECATED,Unknown,"DEPRECATED--SuspiciousProcessExecution8",,"suspicious_activity","Suspicious activity",70,False,,
10009,DEPRECATED,Unknown,"DEPRECATED--SuspiciousProcessExecution9","Keep Access","suspicious_activity","Suspicious activity",70,False,"Defense Evasion",Rundll32
10010,"A suspicious process identified by CrowdStrike was executed.",Unknown,GenericSuspiciousProcessExecution,"Falcon Detection Method","suspicious_activity","Suspicious activity",70,False,Malware,"Malicious File"
10012,"A suspicious process identified by CrowdStrike was executed.",Unknown,GenericDropperDetection,"Falcon Detection Method","suspicious_activity","Suspicious activity",70,False,Malware,"Malicious File"
10011,"A suspicious process identified by CrowdStrike was executed.",Unknown,GenericParentCompositeDetection,"Falcon Detection Method","suspicious_activity","Suspicious activity",70,False,Malware,"Malicious File"
10013,"Internal pattern for ScriptControl command history redaction",Unknown,GenericCommandHistoryDetection,,"internal_control","Internal control",1,False,,
10014,"A suspicious script was executed. Review the script and process tree.",Unknown,GenericScriptControlDetection,"Follow Through","suspicious_activity","Suspicious activity",70,False,Execution,Scripting
10015,"A suspicious process ran that involved the use of a RPC. Review the process tree.",Unknown,RpcSuspiciousProcessDetection,"Follow Through","suspicious_activity","Suspicious activity",70,False,Execution,"Windows Management Instrumentation"
10016,"A suspicious process attempted to load an unexpected DLL. Review the loaded module and process tree.",Unknown,GenericModuleLoadDetection,"Follow Through","suspicious_activity","Suspicious activity",70,False,Execution,"Execution through Module Load"
10018,"A suspicious process identified by CrowdStrike was executed.",Unknown,GenericParentCompositeDetectionMac,,"suspicious_activity","Suspicious activity",70,False,,
10017,"A suspicious process identified by CrowdStrike was executed.",Unknown,GenericDropperDetectionMac,,"suspicious_activity","Suspicious activity",70,False,,
10019,"A suspicious process identified by CrowdStrike was executed.",Unknown,GenericSuspiciousProcessExecutionMac,,"suspicious_activity","Suspicious activity",70,False,,
10020,"A suspicious process identified by CrowdStrike was executed.",Unknown,GenericCsaProcessStartDetection,,"suspicious_activity","Suspicious activity",70,False,,
10024,"A process wrote a suspicious file or script to disk.",Unknown,GenericCsaFileWrittenDetection,"Falcon Detection Method","suspicious_activity","Suspicious activity",70,False,Malware,"Malicious File"
10023,"A suspicious process injected into another process in an unusual way. Investigate the process trees for the injector and injectee.",Unknown,GenericInjectionDetection,"Keep Access","suspicious_activity","Suspicious activity",70,False,"Defense Evasion","Process Injection"
10026,"A process performed a suspicious file write. Review the file and process tree.",Unknown,GenericFileWrittenDetection,"Falcon Detection Method","suspicious_activity","Suspicious activity",70,False,Malware,"Malicious File"
10022,"A likely malicious process injected into another process in a suspicious way and spawned a child",Unknown,GenericInjectionChildDetection,,"suspicious_activity","Suspicious activity",70,False,,
10025,"A process displayed suspicious behavior.",Unknown,GenericProcessBehaviorCompositionDetection,,"suspicious_activity","Suspicious activity",70,False,,
10027,"A process performed a suspicious file rename operation.",Unknown,GenericFileRenamedDetection,,"suspicious_activity","Suspicious activity",70,False,,
10028,"Call Stack Analysis Process Data Collection for Data Science",Unknown,GenericCsaProcessDataCollection1,,"machine_learning","Machine learning",1,False,,
10029,"Call Stack Analysis Process Data Collection for Data Science",Unknown,GenericCsaProcessDataCollection2,,"machine_learning","Machine learning",1,False,,
10030,"Call Stack Analysis Process Data Collection for Data Science",Unknown,GenericCsaProcessDataCollection3,,"machine_learning","Machine learning",1,False,,
10031,"Call Stack Analysis Process Data Collection for Data Science",Unknown,GenericCsaProcessDataCollection4,,"machine_learning","Machine learning",1,False,,
10035,"Call Stack Analysis Process Data Collection for Data Science",Unknown,GenericCsaProcessDataCollection8,,"machine_learning","Machine learning",1,False,,
10037,"Call Stack Analysis Process Data Collection for Data Science",Unknown,GenericCsaProcessDataCollection10,,"machine_learning","Machine learning",1,False,,
10034,"Call Stack Analysis Process Data Collection for Data Science",Unknown,GenericCsaProcessDataCollection7,,"machine_learning","Machine learning",1,False,,
10036,"Call Stack Analysis Process Data Collection for Data Science",Unknown,GenericCsaProcessDataCollection9,,"machine_learning","Machine learning",1,False,,
10032,"Call Stack Analysis Process Data Collection for Data Science",Unknown,GenericCsaProcessDataCollection5,,"machine_learning","Machine learning",1,False,,
10033,"Call Stack Analysis Process Data Collection for Data Science",Unknown,GenericCsaProcessDataCollection6,,"machine_learning","Machine learning",1,False,,
10038,"A suspicious process identified by CrowdStrike was executed.",Unknown,GenericSuspiciousProcessExecutionLin,,"suspicious_activity","Suspicious activity",70,False,,
10039,"A suspicious process identified by CrowdStrike was executed.",Unknown,GenericParentCompositeDetectionLin,,"suspicious_activity","Suspicious activity",70,False,,
10042,"A known bad global object was detected.",Unknown,GenericGlobalNamedObjectDetection,,"suspicious_activity","Suspicious activity",70,False,,
10040,"A registry key or value was modified. Review the registry and process tree.",Unknown,GenericRegistryModificationDetection,"Keep Access","suspicious_activity","Suspicious activity",70,False,"Defense Evasion","Modify Registry"
10105,"A suspicious process, likely associated with a PowerShell-based exploit kit such as PowerSploit or Empire, launched. Review the process tree. ",Unknown,PShellExploitKit,"Follow Through","known_malware","Known malware",70,True,Execution,PowerShell
10103,"Rundll32 has likely been abused by malware to launch a malicious payload. While the rundll32 process is benign, the DLL file it's loading is likely malicious. Review the file loaded by rundll32.",Unknown,Rundll32Abuse,"Keep Access","evade_detection","Evade Detection",50,True,"Defense Evasion",Rundll32
10104,"Mshta attempted to load a likely malicious command line from a registry entry using an obfuscated script. Review the script and registry key.",Unknown,SuspiciousMshta,"Keep Access","evade_detection","Evade Detection",50,True,"Defense Evasion",Mshta
10100,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId000,,"suspicious_activity","Suspicious activity",70,False,,
10102,"A system process appears to have been hijacked by malware, likely through injection or hollowing. The process will likely attempt to contact external infrastructure or download a malicious payload. Investigate the process tree.",Unknown,HijackedProcess,"Keep Access","evade_detection","Evade Detection",50,True,"Defense Evasion","Process Hollowing"
10101,"A suspicious script launched that might be related to malicious activity. A variety of malware families use this technique. Review the script.",Unknown,SuspiciousScript,"Keep Access","attacker_methodology","Attacker Methodology",50,True,"Defense Evasion",Scripting
10106,"A process launched that shares characteristics with mimikatz, a password dumping utility. mimikatz's primary purpose is to steal passwords. If credentials were dumped, change your passwords and investigate the process tree. ","Lateral motion",CredDump,"Gain Access","credential_theft","Credential theft",90,True,"Credential Access","Credential Dumping"
10107,"A PowerShell process downloaded and launched a remote file. This is often the result of a malicious macro designed to drop a variety of second stage payloads. Review the process tree.",Unknown,PShellDownload,"Follow Through","attacker_methodology","Attacker Methodology",50,True,Execution,PowerShell
10109,"A process launched that appears related to a remote administration tool (RAT). Review the process tree.",Unknown,RATCmd,"Contact Controlled Systems","user_compromise","User Compromise",70,True,"Command and Control","Remote Access Tools"
10108,"A PowerShell process with suspicious command line arguments launched under an unusual parent process. This is often a malicious dropper. Review the command line.",Unknown,PShellSuspiciousParent,"Follow Through","attacker_methodology","Attacker Methodology",50,True,Execution,PowerShell
10115,"A process has scheduled an unusual task. Some malware schedules tasks to maintain persistence. If this task unexpected, review it.",Unknown,SuspiciousScheduledTask,"Keep Access","establish_persistence","Establish Persistence",50,True,Persistence,"Scheduled Task"
10111,"A suspicious process, associated with potentially destructive malware like ransomware, launched. Review the process tree. ",Unknown,Destructive,"Follow Through","data_loss","Data Loss",90,True,Impact,"Data Encrypted for Impact"
10113,"A process modified a firewall rule in an unusual way. This might provide malware network access to remote command and control. Review the command line.",Unknown,FirewallMod,"Keep Access","establish_persistence","Establish Persistence",50,True,"Defense Evasion","Disabling Security Tools"
10110,"A PowerShell process attempted to load a payload from a registry key. The registry key is likely a malicious payload. Investigate the process tree and registry key.",Unknown,PShellRegLoad,"Follow Through","establish_persistence","Establish Persistence",50,True,Execution,PowerShell
10112,"A registry key was modified so that an otherwise benign system process facilitated a UAC bypass attempt by launching a child other than its intended target.",Unknown,UACRegMod,"Gain Access","authentication_bypass","Authentication Bypass",70,True,"Privilege Escalation","Bypass User Account Control"
10114,"A suspicious process installed itself along with other bundled software. This process is likely malicious and might be a variant of DealPly. Review the apps installed.",Unknown,BundledMalware,"Follow Through","known_malware","Known malware",50,True,Execution,"Third-party Software"
10116,"A suspicious process related to a likely malicious file was launched. Review any binaries involved as they might be related to malware.",Unknown,MalwareProcess,"Falcon Detection Method","suspicious_activity","Suspicious activity",50,True,"Post-Exploit","Malicious Tool Execution"
10117,"A process saved the Security Account Manager (SAM) or SYSTEM hive to disk. If this is unexpected, it likely might indicates credential theft. Investigate the process tree.","Lateral motion",HiveCredTheft,"Gain Access","credential_theft","Credential theft",90,True,"Credential Access","Credential Dumping"
10119,"A process appears to be abusing Windows Management Instrumentation (WMI). Some malware exploits WMI to perform malicious activities. Investigate the process tree.",Unknown,MaliciousWMI,"Follow Through","suspicious_activity","Suspicious activity",50,True,Execution,"Windows Management Instrumentation"
10118,"A net process attempted to mount a One Drive share. This technique is used by adversaries in targeted attacks. If this is unexpected, review the process tree.",Unknown,NetOneDrive,"Follow Through","data_theft","Data Theft",70,True,Exfiltration,"Exfiltration Over Other Network Medium"
10120,"A process launched that is likely associated with an exploit kit. Review the process tree.",Unknown,ExploitKit,"Keep Access","known_malware","Known malware",70,True,"Defense Evasion","Exploitation for Defense Evasion"
10122,"OverWatch identified malicious activity. Investigate the process tree.",Unknown,OverWatchIndicator,"Falcon Detection Method","overwatch_detection","Falcon Overwatch detection",50,False,"Falcon Overwatch","Malicious Activity"
10121,"A process appears to be tampering with the Falcon sensor configuration. If this is unexpected, it might be an adversary trying to disable the Falcon sensor. Review the process tree.",Unknown,SensorTampering,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Disabling Security Tools"
10125,"A malicious process launched that's likely attempting a User Account Control (UAC) bypass. Review the process tree.",Installation,UACBypass2,"Gain Access","privilege_escalation","Privilege escalation",70,True,"Privilege Escalation","Bypass User Account Control"
10123,"A process tree contains indications of a phishing attack. An email opened around the time of the activity is likely responsible. Investigate the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,PhishingAttack,"Follow Through","malicious_document","Malicious document",50,True,Execution,Scripting
10124,"A process launched that's likely related to a malicious macro from a lure document associated with a phishing attack. Investigate the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,MaliciousMacro,"Follow Through","malicious_document","Malicious document",50,True,Execution,Scripting
10126,"A process appears to be accessing credentials and might be dumping passwords. If this is unexpected, review the process tree.","Lateral motion",CredDumpTool,"Gain Access","credential_theft","Credential theft",90,True,"Credential Access","Credential Dumping"
10127,"A process attempted to write a malicious payload. Review the process tree.",Unknown,Dropper,"Follow Through","suspicious_activity","Suspicious activity",50,True,Execution,Scripting
10129,"A command launched with indications of web shell activity. Review the process tree.",Unknown,Webshell,"Keep Access","suspicious_activity","Suspicious activity",70,True,Persistence,"Web Shell"
10128,"A process launched that shares characteristics with a known banking Trojan. If this is unexpected, review the file and investigate the process tree.",Unknown,BankingTrojan,"Gain Access","known_malware","Known malware",70,True,"Credential Access","Exploitation for Credential Access"
10130,"A process launched whose behavior is likely related to a potentially unwanted program (PUP). Review the file.",Unknown,PUP,"Falcon Detection Method","known_malware","Known malware",30,True,Malware,PUP
10132,"A productivity application unexpectedly wrote and ran an executable. Review the executable and investigate the process tree.",Exploitation,ProdAppWritesAndExecutesModule2,"Follow Through","malicious_document","Malicious document",50,True,Execution,Scripting
10131,"A process launched, and its behavior is likely related to adware. Review the process tree.",Unknown,Adware,"Falcon Detection Method","known_malware","Known malware",30,True,Malware,Adware
10133,"A suspicious process injected into another process in an unusual way. Investigate the process trees for the injector and injectee.",Unknown,MaliciousInjection,"Keep Access","suspicious_activity","Suspicious activity",50,True,"Defense Evasion","Process Injection"
10134,"A process made a suspicious remote procedure call (RPC). Malware abuses RPC to migrate to other processes and evade detection. Review the process tree and locate the origin of the RPC.",Unknown,MaliciousRPC,"Keep Access","suspicious_activity","Suspicious activity",50,True,"Defense Evasion","Indirect Command Execution"
10135,"A process tree contains commands that some adversaries use for reconnaissance, but are also used by some system administrators. If this activity is unexpected, review the process tree.",Unknown,ReconCommands,"Follow Through","suspicious_activity","Suspicious activity",70,True,Execution,"Command-Line Interface"
10136,"A process loaded a module that shares characteristics with a known malicious file. Review the modules loaded by the process.",Unknown,MaliciousModule,"Follow Through","known_malware","Known malware",70,True,Execution,"Execution through Module Load"
10137,"A process engaged in network activity with a remote destination known for malicious activity. Investigate events around the remote connection.",Unknown,MaliciousNetworkActivity,"Contact Controlled Systems","suspicious_activity","Suspicious activity",50,True,"Command and Control","Custom Command and Control Protocol"
10138,"The process behavior appears to be related to a Java-based remote administration tool (RAT). Review the process tree.",Unknown,MaliciousJava,"Follow Through","known_malware","Known malware",70,True,Execution,"Exploitation for Client Execution"
10139,"A file appears to be imitating a standard OS or otherwise benign filename and/or launched from an unusual location. This might be to masquerade malware. Review the file.",Unknown,FileImpersonation,"Keep Access","evade_detection","Evade Detection",50,True,"Defense Evasion",Masquerading
10140,"OverWatch identified malicious activity. Investigate the process tree.",Unknown,OverWatchDetection,"Falcon Detection Method","overwatch_detection","Falcon Overwatch detection",70,True,"Falcon Overwatch","Malicious Activity"
10141,"A process made a suspicious change to the registry that might indicate a malicious persistence mechanism. Investigate the registry key.",Unknown,RegistryPersistEdit,"Keep Access","establish_persistence","Establish Persistence",70,True,Persistence,"Registry Run Keys / Start Folder"
10142,"A PowerShell script related to this process is likely malicious or shares characteristics with known malicious scripts. Review the script.",Unknown,MaliciousPowershell,"Follow Through","suspicious_activity","Suspicious activity",50,True,Execution,PowerShell
10144,"The process shows signs of data being exfiltrated from your environment. If this is unexpected, review the process tree.",Unknown,Exfiltration,"Follow Through","data_theft","Data Theft",70,True,Exfiltration,"Exfiltration Over Other Network Medium"
10145,"A script launched from a location associated with a remote administration tool (RAT). RATs often blend in with other benign applications and might be used by adversaries to remotely control the host. Review the script.",Unknown,RATScript,"Contact Controlled Systems","suspicious_activity","Suspicious activity",70,True,"Command and Control","Remote Access Tools"
10143,"A process launched that shares characteristics with a cryptocurrency miner. If this is unexpected, review the process tree.",Unknown,CryptoMining,"Follow Through","known_malware","Known malware",50,True,Execution,Scripting
10146,"A process appears to be launching mimikatz, a password dumping utility. mimikatz's primary purpose is to steal passwords. If credentials were dumped, change your passwords and investigate further.","Lateral motion",ProcMimikatz,"Gain Access","credential_theft","Credential theft",70,True,"Credential Access","Credential Dumping"
10147,"A PowerShell script appears to be launching mimikatz, a password dumping utility. This is often launched as part of a PowerShell exploit kit. Decode and review the script.","Lateral motion",PShellMimikatz,"Gain Access","credential_theft","Credential theft",70,True,"Credential Access","Credential Dumping"
10149,"A suspicious process injected a thread into lsass. This might indicate an attempt to steal credentials. Investigate the process tree.","Lateral motion",InjectedThreadLsass,"Gain Access","credential_theft","Credential theft",70,True,"Credential Access","Credential Dumping"
10148,"A PowerShell script attempted to access lsass. This might indicate an attempt to dump credentials. Review the script.","Lateral motion",PShellInjectLsass,"Gain Access","credential_theft","Credential theft",70,True,"Credential Access","Credential Dumping"
10150,"An unusual process accessed lsass. This might indicate an attempt to dump credentials. Investigate the process tree.","Lateral motion",ProcAccessLsass,"Gain Access","credential_theft","Credential theft",70,True,"Credential Access","Credential Dumping"
10151,"Windows Credential Editor launched. This tool is often used by adversaries to dump credentials but can be used for internal auditing. Investigate the process tree and determine whether or not this is expected activity.","Lateral motion",WinCredEditor,"Gain Access","credential_theft","Credential theft",70,True,"Credential Access","Credential Dumping"
10152,"It appears task manager was used to dump lsass memory. If lsass memory was copied, it might indicate credential dumping. Investigate the process tree.","Lateral motion",TaskMgrDumpLsass,"Gain Access","credential_theft","Credential theft",70,True,"Credential Access","Credential Dumping"
10155,"A process attempted to copy the Security Account Manager (SAM) database. An adversary might attempt to crack passwords from the SAM database. Investigate the process tree.","Lateral motion",ProcCopySamDb,"Gain Access","credential_theft","Credential theft",70,True,"Credential Access","Credentials in Registry"
10153,"A PowerShell process attempted to copy the Security Account Manager (SAM) database. An adversary might attempt to crack passwords from the SAM database. Investigate the process tree.","Lateral motion",PShellCopySamDb,"Gain Access","credential_theft","Credential theft",70,True,"Credential Access","Credentials in Registry"
10154,"An Internet Explorer process attempted to copy the Security Account Manager (SAM) database. An adversary might attempt to crack passwords from the SAM database. Investigate the process tree.","Lateral motion",IECopySamDb,"Gain Access","credential_theft","Credential theft",70,True,"Credential Access","Credentials in Registry"
10156,"A PowerShell script appears to be tampering with the kerberos requestor security token. This might indicate an attempt to dump credentials. Review the script.","Lateral motion",PShellKerberroasting,"Gain Access","credential_theft","Credential theft",70,True,"Credential Access",Kerberoasting
10157,"A module was loaded from an unusual path or with an unusual file name. Review the DLLs loaded by the process.",Unknown,ModuleUnusualPathOrName,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,"Execution through Module Load"
10159,"PowerShell launched with a base64 encoded command line that appears to be a malicious payload. This might be related to a PowerShell exploit kit or dropper. Review the encoded script.",Unknown,PShellBase64,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,PowerShell
10158,"A Java application launched from an unusual location. This might be a Java-based remote administration tool (RAT). Investigate the process tree.",Unknown,JavaUnusualLoc,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,"Trusted Developer Utilities"
10160,"PowerShell loaded a script from a base64 encoded value stored in the host's registry hive. The base64 encoded value is likely a malicious payload. Investigate the registry key entry.",Unknown,PShellBase64FromReg,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,PowerShell
10162,"PowerShell launched an unusual number of encoded commands, one after another. This is often a sign of a PowerShell based exploit kit. Investigate the process tree.",Unknown,PShellMultiEncoded,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,PowerShell
10161,"Mshta launched an unusual PowerShell command. This might originate from a remote procedure call or a macro initiated by a malicious document. Decode the PowerShell command and investigate the mshta process source.",Unknown,MshtaPShell,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,PowerShell
10165,"PowerShell launched as a service in an unusual way. An adversary might have scheduled malicious code to run. Investigate scheduled tasks on the host.",Unknown,PShellService,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,PowerShell
10163,"A PowerShell script attempted to bypass Microsoft's AntiMalware Scan Interface (AMSI). PowerShell exploit kits often attempt to bypass AMSI to evade detection. Review the script.",Unknown,PShellAmsi,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,PowerShell
10164,"A PowerShell script launched that shares characteristics with known PowerShell exploit kits. The script might connect to remote command and control. Decode and review the script.",Unknown,PShellExploitKit2,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,PowerShell
10166,"A PowerShell process downloaded and launched a remote file. This is often the result of a malicious macro designed to drop a variety of second stage payloads. Review the command line.",Unknown,PShellDownloadRun,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,PowerShell
10167,"A PowerShell script appears to be using obfuscation to evade detection. Obfuscated scripts are often associated with malicious activity. Review the script.",Unknown,PShellObfuscated,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,PowerShell
10169,"A PowerShell process launched under an email app with an unusual command line. This might indicate a phishing attack. Investigate the process tree and determine the script execution source.",Unknown,EmailToPShell,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,PowerShell
10168,"A script other than PowerShell unexpectedly launched a PowerShell process with suspicious command line arguments. This might indicate a malicious dropper. Investigate the process tree.",Unknown,ScriptToPShell,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,PowerShell
10170,"A PowerShell script launched that shares characteristics with known PowerShell cryptomining software. The script might mine bitcoins and connect to remote command and control. Decode and review the script.",Unknown,PShellCryptoMining,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,PowerShell
10172,"PowerShell unexpectedly wrote and ran an executable. PowerShell is often abused as a dropper for malicious payloads. Investigate the process tree.",Unknown,PShellWroteAndRan,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,PowerShell
10171,"PowerShell launched a script stored in an environment variable. Adversaries sometimes store malicious scripts in environment variables and pass them into PowerShell via stdin. Investigate the process tree.",Unknown,PShellScriptEnvVar,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,PowerShell
10174,"A suspicious script attempted to write and run an executable. Some malware families use scripts to drop malicious payloads. Review the script.",Unknown,ScriptWriteAndRun,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,Scripting
10173,"A process attempted to schedule a task to restart the host. Malware might launch malicious activity at host startup. Review the scheduled task.",Unknown,TaskRestartHost,"Follow Through","establish_persistence","Establish Persistence",70,True,Execution,"Scheduled Task"
10175,"A suspicious process leveraged mshta in an attempt to download and execute a payload. Some malware abuses mshta to retrieve malicious scripts or executables from staging servers. Review the command line.",Unknown,MshtaDownload,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,Scripting
10176,"A suspicious script appears to be launching a malicious payload stored in an environment variable. The environment variable might contain a path to a malicious executable or a secondary malicious script. Review the script.",Unknown,ScriptMaliciousEnvVar,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,Scripting
10177,"A script launched that appears to be related to a reverse shell established with a remote system. Review the script and investigate the process tree.",Unknown,ScriptReverseShell,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,Scripting
10178,"A script launched that appears to be related to a remote administration tool (RAT). Review the script.",Unknown,ScriptRAT,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,Scripting
10179,"A script launched under a browser with an unusual command line. This might be a sign of a malicious drive-by download. Review the script.",Exploitation,BrowserToScript,"Follow Through","drive_by_download","Web exploit",70,True,Execution,Scripting
10180,"A script launched with a command line often associated with cryptomining software. Malware might be leveraging the host to mine crypto currency. Review the script.",Unknown,ScriptCryptoMining,"Follow Through","known_malware","Known malware",70,True,Execution,Scripting
10181,"Windows Management Instrumentation (WMI) launched an unexpected process. An adversary might be abusing WMI to carry out malicious commands. Review the process tree.",Unknown,WmiToUnexpectedProc,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,"Windows Management Instrumentation"
10182,"Windows Management Instrumentation (WMI) launched an unusual rundll32 process. This was likely the result of a remote procedure call initiated from a malicious document in a different process tree. Investigate the process that initiated the remote procedure call.",Unknown,WmiRundll32,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,"Windows Management Instrumentation"
10183,"A PowerShell process appears to be creating a Windows Management Instrumentation (WMI) class. Some adversaries store malicious payloads in WMI classes to maintain persistence. Review the process tree and delete the WMI class from the host.",Unknown,PShellWmiClass,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,"Windows Management Instrumentation"
10184,"A process attempted to create a shell via wscript under Windows Management Instrumentation (WMI). An adversary can use the shell to execute commands remotely. Review the process tree.",Unknown,WmiWscriptShell,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,"Windows Management Instrumentation"
10185,"Wmic attempted to launch a likely malicious payload via an Extensible Stylesheet Language (XSL) file. An adversary can embed a call to execute an arbitrary script from an XSL file, bypassing Windows security features. Review the XSL file and investigate the process tree.",Unknown,WmicXSLFile,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,"XSL Script Processing"
10187,"Rundll32 launched under an unusual ancestor. Some malware abuses rundll32 to launch malicious payloads. Review the command line and investigate any DLL found there.",Unknown,Rundll32UnusualAncestor,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,Rundll32
10186,"Rundll32 launched a file with an unusual name. Some malware abuses rundll32 to launch malicious payloads. Investigate the command line arguments, as they likely reference the malicious payload.",Unknown,Rundll32LaunchUnusualFile,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,Rundll32
10188,"Rundll32 attempted to launch a script passed on the command line. Malware often abuses rundll32 to launch malicious payloads. Investigate the script and investigate the source of the rundll32 command.",Unknown,Rundll32LaunchScript,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,Rundll32
10189,"Rundll32 launched a file from an unusual path. Some malware abuses rundll32 to launch malicious payloads. Investigate the command line arguments, as they likely reference the malicious payload.",Unknown,Rundll32UnusualPath,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,Rundll32
10191,"A regsvr32 process appears to be related to a Squiblydoo attempt. Squiblydoo uses regsvr32 to pass a malicious script to scrobj.dll and registers a com object. Review the script passed to scrobj.dll on the command line.",Unknown,Squiblydoo,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,Regsvr32
10190,"Rundll32 launched with unusual arguments. This occasionally results from applications misusing rundll32, but it might be malware preparing to hollow out the process or abusing it to launch a malicious payload. Review the command line and the process tree.",Unknown,Rundll32UnusualArgs,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,Rundll32
10192,"Regsvr32 launched with unusual arguments. An adversary might be abusing regsvr32 to load a malicious payload. Review the file passed to regsvr32.",Unknown,Regsvr32UnusualArgs,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,Regsvr32
10194,"A productivity application attempted to download a file using bitsadmin. A lure document might be attempting to download a malicious payload. Investigate the process tree.",Unknown,ProdAppBitsAdminDownload,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","BITS Jobs"
10193,"Java executed with an unusual set of arguments. This might indicate a Java-based exploit. Review the command line.",Unknown,JavaUnusualArgs,"Follow Through","suspicious_activity","Suspicious activity",70,True,Execution,"Exploitation for Client Execution"
10195,"A process attempted to download a file using bitsadmin in an unusual way. The file might be a malicious payload. Investigate the process tree.",Unknown,BitsAdminDownload,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","BITS Jobs"
10196,"A process with an obfuscated command line appears to be using certutil to decode a malicious payload. Review the command line.",Unknown,ObfCertutilCmd,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Deobfuscate/Decode Files or Information"
10197,"For evaluation only - benign, no action needed.",Unknown,SampleTemplateDetection,"Falcon Detection Method","suspicious_activity","Suspicious activity",30,True,"Falcon Overwatch","Malicious Activity"
10199,"Experimental detection.",Unknown,Experimental,"Falcon Detection Method","known_malware","Known malware",70,False,"Falcon Overwatch","Malicious Activity"
10198,"Rapid Response: The activity is likely malicious in nature. Investigate the process tree.",Unknown,RapidResponse,"Falcon Detection Method","known_malware","Known malware",70,True,"Falcon Overwatch","Malicious Activity"
10201,"A process attempted to uninstall the Falcon sensor using Windows Management Instrumentation (WMI). This is an unusual way to uninstall the sensor. If this is unexpected, review the process tree.",Unknown,WmiUninstallFalcon,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Disabling Security Tools"
10200,"A Java application attempted to kill tasks running on the host. This might be a Java-based remote administration tool (RAT) disabling security tools. Investigate the process initiating the task kills.",Unknown,JavaKillTasks,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Disabling Security Tools"
10202,"A process attempted to uninstall the Falcon sensor in an unusual way. If this is unexpected, it might be an adversary trying to disable the Falcon sensor. Review the process tree.",Unknown,UninstallFalcon,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Disabling Security Tools"
10203,"A process loaded a DLL classified as malicious by machine learning. Review the DLLs the process loaded.",Unknown,LoadedMaliciousModuleML,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","DLL Side-Loading"
